2730	0.00087186
7102	0.000854534
1010	0.000849616
368	0.000835903
1907	0.000830595
7453	0.000820647
4583	0.000817883
7420	0.000810336
1847	0.000809999
5369	0.000806
3164	0.000805093
7446	0.000803163
3947	0.000802224
2794	0.000792323
3215	0.000782173
5346	0.000781202
7223	0.000777369
630	0.00077438
4417	0.000768821
4955	0.00076079
3208	0.00075903
2902	0.000757543
5671	0.000755853
5833	0.000751662
5553	0.00074796
8096	0.000747405
3204	0.000745771
758	0.000744942
6301	0.000744583
5769	0.000741163
8194	0.000740099
4957	0.000738041
8060	0.000736373
7938	0.000733851
5584	0.000733138
6568	0.00073267
1430	0.000732546
7250	0.000731349
3185	0.000730485
2737	0.000726266
3751	0.000725835
150	0.000725825
5099	0.000721235
2944	0.000717361
7872	0.000715431
2639	0.000713991
5074	0.000713966
1034	0.000713014
229	0.000712368
6648	0.000712022
4222	0.000710249
7406	0.000709646
2464	0.000709343
3578	0.000709161
930	0.000708351
6777	0.000708238
2484	0.000704952
4944	0.000701129
1197	0.000699828
3221	0.000699071
2041	0.000698597
7579	0.000697891
6787	0.00069758
6530	0.000696806
8112	0.000696514
6005	0.000696144
6190	0.000695865
5655	0.000695171
251	0.000694116
3951	0.000693284
8018	0.000692731
233	0.00069209
2589	0.000691567
5996	0.000691466
482	0.000691167
972	0.000690439
7499	0.000686689
7442	0.000686367
1173	0.000685906
2369	0.000685319
6315	0.000683644
5129	0.000683444
7784	0.000683234
5998	0.000683016
4692	0.00068281
4255	0.000682774
6692	0.000682335
4832	0.000681959
5275	0.000680202
5376	0.000679601
2232	0.000677627
6928	0.00067689
260	0.000675616
1677	0.000675515
6847	0.000673926
6883	0.000673445
7702	0.000673406
1798	0.00067258
4681	0.000671535
2664	0.000670761
